id,name,address,hours,about,policies,instagram,facebook,x,tiktok,website,phone,podcast,threads,latitude,longitude,image_url,owner_id,banner_image_url
6ca2b5ab-7e61-494d-89b2-13f59b11946b,Muskogee Brewing,"121 S. 2nd St., Muskogee, OK 74401","Tues-Thurs: 4:00pm – 10:00pm
Fri: 4:00pm – 12:00am
Sat: 11:00am – 12:00am",,"☑️ Dogs Allowed on Patio
☑️ Food Available
☑️ Non-Alcoholic Options
☑️ Wine & Slushies Available
☑️ Kids Allowed in Restaurant
☑️ WiFi Available",https://www.instagram.com/muskogee.brewing/,https://www.facebook.com/muskogeebrewingcompany/,,,https://muskogeebrewingcompany.com/,918-910-5303,,,35.747493,-95.3708196,,,
6eb0eac0-3e75-47c4-afee-4ea08170a419,Good Cause Brewing,"2501 E. 15th St., Tulsa, OK 74104",Mon-Thurs: 12:00pm – 9:00pm Fri-Sat: 12:00pm –11:00pm Sun: 12:00pm – 7:00pm,,,https://www.instagram.com/goodcausebrewing/,https://www.facebook.com/goodcausebrewing/,,,https://linktr.ee/Goodcausebrewing,501-351-2562,,,36.1405729,-95.9642743,,,
6fbf8200-f9da-4e96-8fdf-5acb95bb7a32,Alva Beer Co.,"327 Barnes Ave., Alva, OK, 73717","Tues-Thurs: 11:00am – 9:00pm 
Fri-Sat: 11:00am –10:00pm",,,https://www.instagram.com/alvabeerco/,https://www.facebook.com/AlvaBeerCo/,,,,580-327-2333,,,36.1338149,-99.7706067,,,
7514c93b-2a55-4fd2-a916-22ba9cb43926,Rising Eagle Brewery,"13070 Commerce Drive, Elgin, OK 73538","Mon-Wed: 3:00pm - 10:00pm
Thurs-Sat: 11:00am - 11:00pm
Sun: 9:00am - 9:00pm",,,https://www.instagram.com/risingeaglebrewery/,https://www.facebook.com/RisingEagleBrewery,http://twitter.com/risingeaglebrew,,http://risingeaglebrewery.com/,580-670-2337,,,35.2017596,-97.4213232,,,
7bbdd7e1-4deb-4092-8c43-d8b26d3b747a,Fat Toad Brewing,"3882 W. 530 Ste. H, Pryor, OK 74361","Tues-Thurs: 11:00am – 9:00pm
Fri-Sat: 11:00am – 10:00pm
Sun: 11:00am – 8:00pm",,"☑️ Dogs Allowed on Patio
☑️ On-Site Kitchen
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ Wifi Available",https://www.instagram.com/fattoadbrewing/,https://www.facebook.com/fattoadbrewing/,https://twitter.com/FatToadBrewing,,https://www.fattoadbrewing.com/,918-864-9339,,,36.24933,-95.381649,,,
7c8a4c8a-5314-4891-b9bc-13c67a5be89a,Cabin Boys (Claremore),"512 W Will Rogers Blvd, Claremore, OK 74017","Tues-Thurs: 4:00pm – 10:00pm
Fri-Sat: 12:00pm – 11:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed (Not at bar)",https://www.instagram.com/cabinboysbreweryclaremore/,https://www.facebook.com/profile.php?id=100084483062743,,,https://www.cabinboysbrewery.com/,918-923-7071,,,36.3122632,-95.6150927,,,
81f3431a-ec50-4e67-85bd-58795374c2ff,Nothing's Left Brewing,"1502 E. 6th St., Tulsa, OK 74120","Tues-Thurs: 3:00pm – 9:00pm
Fri: 1:00pm – 11:00pm
Sat: 12:00pm – 11:00pm
Sun: 1:00pm – 7:00pm",,,https://www.instagram.com/nothingsleftbrewing/,https://www.facebook.com/nothingsleftbrewing,,,https://www.nothingsleftbrewingco.com/,918-606-1902,,,36.1520727,-95.9714461,,,
87919eab-3d69-4260-838c-feeb2dfdc7bb,Settlers Brewing,"202 E. Randolph, Enid, OK 73701","Wed-Thurs: 4:00pm – 10:00pm
Fri: 4:00pm – 11:00pm
Sat: 2:00pm – 11:00pm
Sun: 2:00pm – 6:00pm",,,https://www.instagram.com/settlersbrewingco,https://www.facebook.com/settlersbrewingco,,,https://settlersbrewingco.com/,580-297-3014,,,36.397892,-97.8765033,,,
8b6ad04d-4e3a-4be6-b8ba-d29c06ffb485,Dead Armadillo Brewery,"1004 E. 4th St., Tulsa, OK 74120","Mon-Thurs: 2:00pm – 9:00pm
Fri: 2:00pm – 11:00pm
Sat: 12:00pm – 11:00pm
Sun: 1:00pm – 8:00pm",,,https://instagram.com/dabrewery,http://www.facebook.com/deadarmadillobrewery,http://www.twitter.com/dabrewery,,https://www.dabrewery.com/home,918-949-9233,,,36.1556191,-95.9795864,,,
8cf4593f-23f3-4eac-9b87-1700756f31ce,OK Cider Co.,"705 W. Sheridan, OKC, OK 73102","Mon-Thurs: 4:00pm – 9:00pm
Fri-Sat: 12:00pm – 11:00pm
Sun: 2:00pm – 7:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed",https://www.instagram.com/okciderco/,https://www.facebook.com/okciderco,https://twitter.com/OKCiderCo,,https://okciderco.com/,405-501-8877,https://open.spotify.com/episode/6PSHwOSBXkwVCfV4gciMk8,,35.4669551,-97.5247235,,,
90aba4d1-014a-4561-82a9-ed7b6afaf208,Guthrie Brewing Co.,"110 West Harrison, Guthrie, OK 73044","Mon: 4:00pm – 10:00pm
Thurs: 11:00am – 10:00pm
Fri-Sat: 11:00am – 12:00am
Sun: 11:00am – 10:00pm",,,https://www.instagram.com/guthriebrewco,https://www.facebook.com/profile.php?id=100085687119578,,,https://guthriebrewco.com/,405-877-3275,,,35.87707,-97.4255939,,,
939dd472-e617-4cfb-98bc-bcdc6b2d5168,Tiny Bubbles OKC,"12100 N. May Ave., OKC, OK 73120",Tues-Thurs: 11:00am – 10:00pm Fri-Sat: 11:00am –11:00pm,,,https://www.instagram.com/tinybubblesokc/,https://www.facebook.com/tinybubblesokc/,,,https://www.tinybubbleswinebar.com/,405-242-2144,https://open.spotify.com/episode/6NtVuLEgNUHg0Q4LNvf5di?si=3cf8752a81e44c42,,35.592466,-97.5659124,,,
9471c2cb-fbe9-4271-ba13-7aeeedd33ec1,Hop the Griffin,"7171 E. 71st Pl., Tulsa, OK 74136","Sun-Mon: 11:00am – 10:00pm
Wed-Thurs: 11:00am – 11:00pm
Fri-Sat: 11:00am – 12:00am",,,https://www.instagram.com/hopthegriffin/,https://www.facebook.com/hopthegriffin,,,http://hopthegriffin.com/,918-292-8227,,,36.060389,-95.8965809,,,
9653cf3e-68bf-4ef3-918e-a6b18e11ea8b,American Solera (Edmond),"129 W. 2nd St., Edmond, OK 73003","Mon-Thurs: 4:00pm – 9:00pm
Fri-Sat: 12:00pm – 10:00pm
Sun: 12:00pm – 6:00pm",,"☑️ Dogs Allowed on Patio
☑️ Outside Food Allowed
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Available",https://www.instagram.com/amsoedmond/,https://www.facebook.com/americansolera,,,https://www.americansolera.com/,405-920-6210,,,35.6535437,-97.4844891,,,
98373c69-1608-43a0-aeb6-d495243d474b,Angry Scotsman Brewing,"704 W. Reno Ave., OKC, OK 73102","Tues-Thurs: 3:00pm – 10:00pm
Fri-Sat: 12:00pm – 11:00pm
Sun: 12:00pm – 9:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Available - Password: angryscotbrew",https://www.instagram.com/angryscotbrew/,https://www.facebook.com/angryscotbrew,https://twitter.com/angryscotbrew,,http://angryscotbrew.com/,405-673-7713,https://open.spotify.com/episode/0IT6M72s4PgMGLOxqKx5xk?si=122157da442c41b0,,35.464186,-97.5244672,,,
98663d48-c918-4574-83dd-0e128c2cc55e,The Cape Brewing,"736 W. Main St., Jenks, OK 74037","Tues-Thurs: 4:00pm – 9:00pm
Fri: 2:00pm – 11:00pm
Sat: 12:00pm – 11:00pm
Sun: 12:00pm – 9:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Available",https://www.instagram.com/thecapebrewingcompany,https://www.facebook.com/thecapebrewingco/,https://twitter.com/BrewingCape,,thecapebrewingcompany.com,918-298-2273,,,36.0220203,-95.9786953,,,
a0fe1716-cbfa-408c-8ede-69fc8872077f,Harbinger Beer,"111 Buffalo St., Caddo, OK. 74729","Fri: 4:00pm – 10:00pm
Sat: 2:00pm – 10:00pm
Sun: 2:00pm – 7:00pm",,"☑️ Dogs Allowed
☑️ Outside Food Allowed
☑️ Snacks Available
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Wifi Available: Password: BEERME!!
",https://www.instagram.com/harbingerbeerco/,https://www.facebook.com/harbingerbeer/,https://twitter.com/harbingerbeerco,,http://harbingerbeer.com/,405-655-8277,,,34.12536,-96.2599369,,,
a4e0d383-3f95-4d5b-886d-da872de327de,Madhopper Brewing,"923 W. Briton Rd., OKC, OK 73114","Tues-Thurs: 4:00pm - 10:00pm
Fri-Sat: 4:00pm - 11:00pm
Sun: 1:00pm - 7:00pm",,,https://www.instagram.com/madhopperbrewing/,https://www.facebook.com/madhopperbrewing.beer/,https://twitter.com/MadhopperBrew,,https://madhopperbrewing.beer/,419-450-2434,,,35.565619,-97.529319,,,
a582c682-bf7d-4b85-85b4-ee6c94ad659f,Cabin Boys (Tulsa),"1717 E. 7th St., Tulsa, OK 74104","Mon-Wed: 4:00pm – 9:00pm
Thurs: 4:00pm – 11:00pm
Fri-Sat: 12:00pm – 11:00pm
Sun: 12:00pm – 7:00pm",,"☑️ Dogs Allowed
☑️ Food Available
☑️ Outside Food Allowed
☑️ Non-Alcoholic Options
☑️ Wine Available
☑️ Kids Allowed
☑️ WiFi Password: cabinboys918",https://www.instagram.com/cabinboysbrewery/,https://www.facebook.com/CabinBoysBrewery/,,,https://www.cabinboysbrewery.com/,918-933-4033,,,36.1515347,-95.9668128,,,
